Sentence		Source
Այդ ուզում եմ ոչ թե ձեր, այլ ինձ համար, իմ հանգստությանս համար:		Երրորդ մաս 1912
Լսեցեք, պարոն Շահյան, իմ թանկագին բարեկամ…		Երրորդ մաս 1912
Ասացի, որ վաղն առավոտ հեռանում եմ.		Երրորդ մաս 1912
թույլ տվեք սրտիս վրա ծանրացած դառնությունը թափեմ ձեր առաջ և այնպես հեռանամ:		Երրորդ մաս 1912
Ես ձեզ դատավոր չեմ կարդում,- ո՛չ.		Երրորդ մաս 1912
- իմ դատավորն ես ի՛նքս եմ, և ամենախիստ դատավորը.		Երրորդ մաս 1912
Խնդրում եմ, աղաչում եմ, նստեցեք:		Երրորդ մաս 1912
Բայց ինչպե՞ս թե ընկեր:		Երրորդ մաս 1912
Մենք միայն փոքր հասակում դասակիցներ ենք եղել:		Երրորդ մաս 1912
Տասը-տասներկու տարի կա, որ նա կորած էր, այնպես որ մինչև անգամ բոլորովին մոռացել էի նրան:		Երրորդ մաս 1912
Այս աշունքին միայն նա լույս ընկավ, և նորոգվեց մեր հին աշակերտական ծանոթությունը:		Երրորդ մաս 1912
Իսկ նա որևէ բան պատմե՞լ է ձեզ իմ մասին:		Երրորդ մաս 1912
- Ձեր մասի՞ն,- հարցրեց Շահյանը, աշխատելով հիշել, թե ինչ է պատմել Բազենյանը պանի Զդանևիչի մասին:		Երրորդ մաս 1912
Եվ պանի Զդանևիչը հետաքրքրությամբ նայեց Շահյանի ակնոցին, որի ապակիները շողշողում էին լամպի լույսի տակ:		Երրորդ մաս 1912
- Ա՜խ, այն դո՞ւք էիք, որ վագոնի առաջ խոսում էիք նրա հետ:		Երրորդ մաս 1912
- Նա ինձ ասաց, որ ձեզ հետ ծանոթացել է ճանապարհին, որ դուք իբր թե գնում եք…		Երրորդ մաս 1912
հա՛, կարծեմ, ասաց Կարս, ուր ձեր ամուսինը իբր թե ծառայում է:		Երրորդ մաս 1912
- Հետո՞,- հարցրեց նա:		Երրորդ մաս 1912
- Ձեր մասին այս է միայն պատմել ինձ:		Երրորդ մաս 1912
- Ա՞յդ միայն և ուրիշ ոչի՞նչ:		Երրորդ մաս 1912
շատ պատվական կին եք…		Երրորդ մաս 1912
- Ո՛չ, ազնիվ բարեկամս.		Երրորդ մաս 1912
Բայց ինչևիցե, այս թողնենք:		Երրորդ մաս 1912
Ես մի ուրիշ բան եմ ուզում հարցնել ձեզ:		Երրորդ մաս 1912
Ասացեք, խնդրեմ, ի՞նչ գաղափար ունիք դուք նրա մասին:		Երրորդ մաս 1912
Ճիշտն ասած, նրան ճանաչել չկարողացա:		Երրորդ մաս 1912
Բայց և այնպես, ես արդեն գլխի էի ընկել, որ շատ ճարպիկ աֆերիստներից մեկն է:		Երրորդ մաս 1912
Ինձնից բավական գումարներ կորզեց, և այժմ ձեզնից եմ իմանում, որ ծլկել է այստեղից:		Երրորդ մաս 1912
- Հա՜, հա՜, հա՜…		Երրորդ մաս 1912
ձե՞զ էլ է կողոպտել,- ծիծաղեց պանի Զդանևիչը սառնությամբ:		Երրորդ մաս 1912
Պանի Զդանևիչը ծանր թառանչ քաշեց և կարճ ժամանակ դառն մտախոհության մեջ ընկավ:		Երրորդ մաս 1912
Հետո ջղային մի ցնցումով սթափվեց և նայեց Շահյանին շատ լուրջ հայացքով:		Երրորդ մաս 1912
- Բայց գիտե՞ք, որ նա տաղանդ էր, մեծ տաղանդ…		Երրորդ մաս 1912
- Միամիտներին խաբելո՞ւ մեջ, անշուշտ,- նկատեց Շահյանը:		Երրորդ մաս 1912
Բայց լսեցեք պատմությունս և կտեսնեք, թե որքան ճիշտ եմ ասում:		Երրորդ մաս 1912
Ինչպես անունս ցույց է տալիս, ես լեհացի եմ, ռուսական լեհերից:		Երրորդ մաս 1912
Հորս չեմ հիշում.		Երրորդ մաս 1912
որովհետև չորս տարեկան եմ եղել, որ վախճանվել է:		Երրորդ մաս 1912
Մայրս սրանից տասն տարի առաջ մեռավ:		Երրորդ մաս 1912
Շատ խելոք կին էր և չափազանց սիրում էր ինձ, թեև շատ էլ երես չէր տալիս:		Երրորդ մաս 1912
Ծնողներիս միակ զավակն էի ես:		Երրորդ մաս 1912
Մի պակասություն ուներ, որ ամենից ավելի դուր չէր գալիս ինձ.		Երրորդ մաս 1912
Քսաներկու տարեկան էի, որ այրիացա:		Երրորդ մաս 1912
Շատերն էին խնդրում ձեռս, բայց ես նորից ամուսնանալու մասին մտածել անգամ չէի ուզում:		Երրորդ մաս 1912
տղամարդիկ ամուսնանում են կամ հարստանալու, կամ գեղեցիկ կին ունենալու համար, ուրիշ տեսակետ չկա:		Երրորդ մաս 1912
Այդպիսի բան չէի տեսնում ձեռքս խնդրողների մեջ.		Երրորդ մաս 1912
- Ձեր թեյը սառեց, պարոն Շահյան,- նկատեց պանի Զդանևիչը, պատմությունն ընդհատելով:		Երրորդ մաս 1912
Շահյանը վերցրեց իր թեյի բաժակը:		Երրորդ մաս 1912
Իսկ պանի Զդանևիչն իր բաժակից մի քանի կում արեց և շարունակեց.		Երրորդ մաս 1912
- Այս միջոցներին էր, որ ծանոթացա Բազենյանի հետ:		Երրորդ մաս 1912
Ծանոթացա ահա թե ինչպես:		Երրորդ մաս 1912
Հանկարծ այնպիսի մի ուժգին քամի բարձրացավ, որ ուղղակի քշում էր մարդու:		Երրորդ մաս 1912
Այդ երիտասարդը Բազենյանն էր:		Երրորդ մաս 1912
Մի քանի օր հետո նրան տեսա թատրոնում, խաղամիջոցի ժամանակ, ֆոյեում:		Երրորդ մաս 1912
Նայեց ինձ և, չգիտեմ, ճանաչե՞ց, թե ոչ, բայց անցավ գնաց:		Երրորդ մաս 1912
Դարձին, երբ ուղղակի պիտի անցներ մոտովս, կանգ առա կամա և ժպտալով նայեցի նրան:		Երրորդ մաս 1912
Նա նույնպես կանգ առավ:		Երրորդ մաս 1912
- Ինձ չե՞ք ճանաչում,- հարցրի:		Երրորդ մաս 1912
- Եթե չեմ սխալվում,- ասաց,- ես պատիվ եմ ունեցել անցած օր ձեր գլխարկն ազատելու քամու ճիրաններից:		Երրորդ մաս 1912
Շատ դուր եկավ ինձ առանց ո՛րևէ շփոթմունքի և վերին աստիճանի նուրբ կոմիկությամբ արտասանված այդ պատասխանը:		Երրորդ մաս 1912
Ես ձեռքս մեկնեցի նրան:		Երրորդ մաս 1912
- Այն ժամանակ դուք ինձ միջոց չտվիք շնորհակալություն հայտնելու, ուրեմն այժմ ընդունեցեք շնորհակալությունս:		Երրորդ մաս 1912
- Որ այդպես է,- ասաց,- շատ ցավում եմ, որ ձեր գլխարկն ազատելիս ոտս չկոտրեցի:		Երրորդ մաս 1912
- Ինչո՞ւ,- հարցնում եմ զարմացած:		Երրորդ մաս 1912
- Որպեսզի իսկապես արժանի լինեի ձեր շնորհակալությանը:		Երրորդ մաս 1912
Արտաքինով շատ գեղեցիկ էր, հագնված էր մեծ ճաշակով, վարմունքի մեջ գռեհկականության նշան անգամ չկար:		Երրորդ մաս 1912
Ուստի երկյուղ չունեի նրա հետ միասին նստելու:		Երրորդ մաս 1912
Ասենք, այդ կողմից ես միշտ հեռու եմ եղել որոշ նախապաշարումներից:		Երրորդ մաս 1912
Թեև ծագումով արիստոկրատ, բայց հայացքներովս դեմոկրատ եմ եղել միշտ:		Երրորդ մաս 1912
Հետո, երբ ես նրան հայտնեցի, որ մորեղբայրս անխառն արյան տեր արիստոկրատ է, բացականչեց:		Երրորդ մաս 1912
- Ինչո՞ւ այդ վաղ չէիք ասում.		Երրորդ մաս 1912
ես խո ավելի խիստ լեզվով կխոսեի նրա հետ:		Երրորդ մաս 1912
- Ափսոս, որ ես այդ չգիտեի այն ժամանակ, երբ ազատեցի ձեր գլխարկր, թե չէ…		Երրորդ մաս 1912
- Շատ պարզ է.		Երրորդ մաս 1912
չէի ազատիլ ձեր գլխարկը,- ասաց նա կոմիկական հանգստությամբ:		Երրորդ մաս 1912
Նա կանգնած էր վաճառատան տիրոջ մոտ և ինչ-որ լուրջ խոսակցության մեջ էր:		Երրորդ մաս 1912
Ինձ նկատեց ոչ-իսկույն և նկատելուն պես արագ մոտեցավ և բարևեց իբրև հին ծանոթ:		Երրորդ մաս 1912
- Մի՞թե չեք խորշում հայի խանութ մտնելուց,- ասաց իրեն հատուկ հումորով:		Երրորդ մաս 1912
- Մի՞թե կարծում եք, որ պիտի խորշեմ,- պատասխանեցի ծիծաղելով:		Երրորդ մաս 1912
- Երևում է, որ ազգային հպարտություն ունիք,- նկատեցի ես:		Երրորդ մաս 1912
- Այդ, իհարկե, գովելի է:		Երրորդ մաս 1912
բավական է հիշենք, թե հնումն ինչ ծառայություն են մատուցել հայերը Լեհաստանում:		Երրորդ մաս 1912
- Այդ բանում մեղադրեցեք ձեր Նիկոլին:		Երրորդ մաս 1912
- Նիկոլը մերը չէր, Նիկոլը ձերն էր:		Երրորդ մաս 1912
Գնեցի, ինչ որ ուզում էի.		Երրորդ մաս 1912
և պատրաստվում էի, որ հեռանամ, մեկ էլ տեսնեմ գնածս իրերն առավ կռան տակը:		Երրորդ մաս 1912
- Ի՞նչ եք ուզում անել,- հարցրի:		Երրորդ մաս 1912
- Ուզում եմ ծառայություն մատուցանել ձեզ:		Երրորդ մաս 1912
Ես չպետք է մոռանամ, որ հայ եմ և գտնվում եմ Լեհաստանում:		Երրորդ մաս 1912
- Հետո չե՞ք վախենում, որ ի վարձատրություն ձեր ծառայության՝ խլեմ ձեր կրոնը:		Երրորդ մաս 1912
- Խլեցեք թեկուզ ինձ ամբողջովին,- ասաց նա, վաճառատան դուռը բանալով առաջս:		Երրորդ մաս 1912
Այսպես խոսելով և կատակ անելով հասանք մինչև մեր տան դուռը:		Երրորդ մաս 1912
Այստեղ գնածս իրերը հանձնեց ինձ և բաժանվեց:		Երրորդ մաս 1912
Շատ խնդրեցի, որ տուն մտնի, չմտավ:		Երրորդ մաս 1912
Հետևյալ օրը դարձյալ գնացի այն հայի վաճառատունը, թեև ամենևին կարիք չունեի որևէ բան գնելու:		Երրորդ մաս 1912
Երեխա չէի, իհարկե.		Երրորդ մաս 1912
շատ լավ հասկանում էի, թե ինչն է դրդում ինձ այնտեղ մտնելու:		Երրորդ մաս 1912
Բայց այս անգամ չտեսա այնտեղ Բազենյանին:		Երրորդ մաս 1912
Այնուհետև գրեթե ամեն օր մտնում էի այն հայի վաճառատունը և միշտ էլ…		Երրորդ մաս 1912
հուսահատվա՞ծ ասեմ, չէ՛,- բարկացած էի դուրս գալիս այնտեղից:		Երրորդ մաս 1912
Ըստ երևույթին, այս այսպես էլ պետք է վերջանար, բայց բախտն երևի ուրիշ կերպ էր տնօրինել:		Երրորդ մաս 1912
Այդ մի քանի րոպեի գործ էր:		Երրորդ մաս 1912
