Sentence	Source
అదే అతని గొంతులో ప్రతిధ్వనించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
స్కూలులో పేటలవాళ్ళకి ఇళ్ళస్థలాల కేటాయింపు గురించి నిశ్చయించడానికి నలుగురూ చేరేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు వస్తారని చాలసేపు చూసేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ పార్టీ వాళ్ళెవ్వరూ రాలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తన ప్రశ్నకది సమాధానం కాదు! పైగా మరో ఆరోపణ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, అంతవరకూ అక్కడున్న మీ పార్టీవాళ్లు సమయానికి వెళ్ళిపోయేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రంగనాయకులు ఏదో చెప్పబోయి వూరుకున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అక్కడినుంచే వచ్చేవు కాబోలు, ఏం నిర్ణయించేరు?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నువ్వే అక్కడికి వచ్చి వుంటే మా నిర్ణయాలు ఇంకా సమగ్రంగా వుండి వుండేవి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇప్పుడు అరకొరగా వదలవలసి వచ్చింది	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అన్న మాటలు వినబడేవరకూ అతడు సుశీల వెనక మరికొందరున్న విషయమే గమనించలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరూ వున్నారా? ఇంక మనకి రాజకీయాలలో వేలు పెట్టాలనే ఆసక్తి లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
డాక్టరు వృత్తిలోనే మనం చెయ్యగలదేదో చెయ్యడం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అలాగని వూరుకోగలిగేవా? పేటలవాళ్ళని హైస్కూలులోకి తీసుకురావడం నీ ధర్మమే అని ఎందుకనుకొన్నావు?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రంగనాయకులు నిరుత్సాహంగా నిట్టూర్పు విడిచేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, నీ విషయంలో ఆ బలహానత జనానికి ప్రయోజనకరం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నీ వృత్తిధర్మం తప్పకుండా నువ్వు చేస్తావు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని ఈవేళ మన రోగాలలో మూడు వంతులు దారిద్ర్య మూలకాలు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మన దేశ రాజకీయాలకీ, దేశ దారిద్ర్యానికీ వున్న సంబంధం ఎరిగిన వాడివి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతడి మార్క్సిస్టు పార్టీ పంధా తనకి తాను దిగ్బంధం చేసేసుకొంటూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ దిగ్బంధంలో కాస్త ఆలోచించగల వాళ్ళకి ఊపిరి సలపడం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏమోనయ్యా! మీరంతా ఇలా అవుతున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దానితో గోరంత పనులు కొండంతయి కూర్చుంటాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సరే ఇప్పుడీ వీథిలో చర్చలేమిటి గాని, భోజనం చేసేవా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ ఆమె సుశీల భుజం తట్టింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని రంగనాయకులు జ్ఞాపకం చేసుకొనేందుకు ప్రయత్నించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భోజనం కూడా మరచిపోయే స్థితికి వచ్చేవన్న మాట.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సుశీలా! ముందు ఇంటికి తీసుకెళ్ళు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆఖరుకి ఇన్ని అటుకులేనా మజ్జిగలో వేసి ఇయ్యి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని ఏకటాకీన బండి తోలింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, ఇప్పుడు జానకే చొరవ తీసుకోడంతో తప్పుకోలేక పోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని పనిలో పనిగా జానకిని కూడా ఆహ్వానించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వారి మనస్థితిని అర్థం చేసుకొంది జానకి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నడివీధిలో ఈ కబుర్లు బాగులేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రంగనాయకులు వారం క్రితపు అనుభవంతో జానకి ప్రోత్సాహాన్ని వుపయోగించుకోలేకపోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమె తనతో కలిసి పనిచేయడానికి ఒప్పుకుంటుందనుకోలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమె యెదట ఏమీ అనలేక సుశీల పిలిచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ స్థితిలో తాను ఆమెను చిక్కుల్లో పెట్టకూడదనుకున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంకా పోయి స్నానం చెయ్యాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంటికి పోయి రేపు కనిపిస్తా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సుశీల ఈమారు ధైర్యం చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ బట్టలు కొన్ని ఇక్కడే వున్నాయి; హీటర్‌లో నీళ్లు కాగుతున్నాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇప్పుడెళ్ళి చన్నీళ్ళు స్నానం చేస్తారా? మంచి మాటే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రంగనాయకులు కింకా ధైర్యం చిక్కలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంత రాత్రివేళ అందరికీ అనవసర శ్రమ కదూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సుశీల అతని మనసు గ్రహించింది!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ కంఠంలో అధికారదర్పానికి రంగనాయకులు తృప్తిపడ్డాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని ఆమె ప్రక్కన అడుగు వేసేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంత రాత్రివేళ వెళ్ళి ఇంటిల్లిపాదికీ నిద్రాభంగం చెయ్యాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతని నిస్సహాయతను అర్థం చేసుకొన్న సుశీలకు కంఠం నిండి వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ సుశీల తండ్రి ఇంటి గుమ్మం ఎక్కింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గుమ్మం క్రీనీడలో రంగనాయకులు ఆమెను కౌగిలించుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సుశీల ప్రతిస్పందన అతనిని ప్రోత్సహించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ముఖాన్ని ముద్దులతో నింపుతూ ఆ ఉద్వేగంతో కళ్ళనీళ్ళు పెట్టుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీటింగులో జరిగిన విషయాలు వివరిచడానికి సుశీల నాలుగైదు మార్లు ప్రయత్నించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
